SECTION,PROC_CDE,DESCRIPTION,ADD_DATE,ACTION_DATE,TERM_DATE,ACTION_CODE
,G9544,"Patients that do not have the filter removed, documented re-assessment for the appropriateness of filter removal, or documentation of at least two attempts to reach the patient to arrange a clinical re-assessment for the appropriateness of filter removal within 3 months of placement",20160101,20160101,,N
,G9547,"Incidental finding: liver lesion <= 0.5 cm, cystic kidney lesion < 1.0 cm or adrenal lesion <= 1.0 cm",20160101,20170101,,C
,G9548,Final reports for abdominal imaging studies with follow-up imaging recommended,20160101,20160101,,N
,G9549,"Documentation of medical reason(s) that follow-up imaging is indicated (e.g., patient has a known malignancy that can metastasize, other medical reason(s) such as fever in an immunocompromised patient)",20160101,20170101,,C
,G9550,Final reports for abdominal imaging studies with follow-up imaging not recommended,20160101,20160101,,N
,G9551,"Final reports for abdominal imaging studies without an incidentally found lesion noted: liver lesion <= 0.5 cm, cystic kidney lesion < 1.0 cm or adrenal lesion <= 1.0 cm noted or no lesion found",20160101,20170101,,C
,G9552,Incidental thyroid nodule < 1.0 cm noted in report,20160101,20160101,,N
,G9553,Prior thyroid disease diagnosis,20160101,20160101,,N
,G9554,"Final reports for ct, cta, mri or mra of the chest or neck or ultrasound of the neck with follow-up imaging recommended",20160101,20170101,,C
,G9555,"Documentation of medical reason(s) for recommending follow up imaging (e.g., patient has multiple endocrine neoplasia, patient has cervical lymphadenopathy, other medical reason(s))",20160101,20170101,,C
,G9556,"Final reports for ct, cta, mri or mra of the chest or neck or ultrasound of the neck with follow-up imaging not recommended",20160101,20170101,,C
,G9557,"Final reports for ct, cta, mri or mra studies of the chest or neck or ultrasound of the neck without an incidentally found thyroid nodule < 1.0 cm noted or no nodule found",20160101,20170101,,C
,G9558,Patient treated with a beta-lactam antibiotic as definitive therapy,20160101,20160101,,N
,G9559,"Documentation of medical reason(s) for not prescribing a beta-lactam antibiotic (e.g., allergy, intolerance to beta-lactam antibiotics)",20160101,20160101,,N
,G9560,"Patient not treated with a beta-lactam antibiotic as definitive therapy, reason not given",20160101,20160101,,N
,G9561,Patients prescribed opiates for longer than six weeks,20160101,20160101,,N
,G9562,Patients who had a follow-up evaluation conducted at least every three months during opioid therapy,20160101,20160101,,N
,G9563,Patients who did not have a follow-up evaluation conducted at least every three months during opioid therapy,20160101,20160101,,N
,G9572,Index date phq-score greater than 9 documented during the twelve month denominator identification period,20160101,20170101,20161231,D
,G9573,Remission at six months as demonstrated by a six month (+/-30 days) phq-9 score of less than five,20160101,20160101,,N
,G9574,Remission at six months not demonstrated by a six month (+/-30 days) phq-9 score of less than five; either phq-9 score was not assessed or is greater than or equal to five,20160101,20160101,,N
,G9577,Patients prescribed opiates for longer than six weeks,20160101,20160101,,N
,G9578,Documentation of signed opioid treatment agreement at least once during opioid therapy,20160101,20160101,,N
,G9579,No documentation of signed an opioid treatment agreement at least once during opioid therapy,20160101,20160101,,N
,G9580,Door to puncture time of less than 2 hours,20160101,20160101,,N
,G9581,"Door to puncture time of greater than 2 hours for reasons documented by clinician (e.g., patients who are transferred from one institution to another with a known diagnosis of cva for endovascular stroke treatment; hospitalized patients with newly diagnosed cva considered for endovascular stroke treatment)",20160101,20170101,20161231,D
,G9582,"Door to puncture time of greater than 2 hours, no reason given",20160101,20160101,,N
,G9583,Patients prescribed opiates for longer than six weeks,20160101,20160101,,N
,G9584,"Patient evaluated for risk of misuse of opiates by using a brief validated instrument (e.g., opioid risk tool, soapp-r) or patient interviewed at least once during opioid therapy",20160101,20170101,,C
,G9585,"Patient not evaluated for risk of misuse of opiates by using a brief validated instrument (e.g., opioid risk tool, soapp-r) or patient not interviewed at least once during opioid therapy",20160101,20170101,,C
,G9593,Pediatric patient with minor blunt head trauma classified as low risk according to the pecarn prediction rules,20160101,20160101,,N
,G9594,Patient presented within 24 hours of a minor blunt head trauma with a gcs score of 15 and had a head ct ordered for trauma by an emergency care provider,20160101,20160101,,N
,G9595,"Patient has documentation of ventricular shunt, brain tumor, coagulopathy, including thrombocytopenia",20160101,20170101,,C
,G9596,"Pediatric patient's head injury occurred greater than 24 hours before presentation to the emergency department, or has a gcs score less than 15 or does not have a gcs score documented, or had a head ct for trauma ordered by someone other than an emergency care provider, or was ordered for a reason other than trauma",20160101,20170101,,C
,G9597,Pediatric patient with minor blunt head trauma not classified as low risk according to the pecarn prediction rules,20160101,20160101,,N
,G9598,Aortic aneurysm 5.5 - 5.9 cm maximum diameter on centerline formatted ct or minor diameter on axial formatted ct,20160101,20160101,,N
